X_2,X_16,X_9,X_10,X_7,X_4,X_6,X_15,X_0,X_14,X_5,X_3,X_13,X_19,X_12,X_17,X_11,X_18,X_1,X_8
0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0
1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1
0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1
0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0
1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0
1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0
0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0
1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0
0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0
1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0
0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0
1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1
1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0
0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0
1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1
1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1
1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1
0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0
1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1
0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1
1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0
0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0
1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1
1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1
0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1
0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1
1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0
1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1
0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1
0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0
1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1
0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1
1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0
0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0
0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1
1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0
0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0
1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1
0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1
1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0
1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0
1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0
0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0
0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0
0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0
1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0
0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1
1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1
1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1
1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1
1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0
0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1
0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0
0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1
0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1
0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0
1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1
0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1
0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1
0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1
0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1
0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0
1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0
0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0
0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1
1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0
1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0
0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1
0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
